"","X","id","t0","L1","L2","L3","A","Y"
"9140",9140,1306,0,3,0.594652393912182,8,1,NA
"9141",9141,1306,1,2,-1.40659352151115,NA,1,NA
"9142",9142,1306,2,NA,NA,NA,NA,-2.55904124855091
"9147",9147,1307,0,3,-1.44263973265199,7,0,NA
"9148",9148,1307,1,3,0.419320863175912,NA,1,NA
"9149",9149,1307,2,NA,NA,NA,NA,-3.45314380739853
"9154",9154,1308,0,2,-1.35116849851049,8,1,NA
"9155",9155,1308,1,3,-1.64152563523249,NA,1,NA
"9156",9156,1308,2,NA,NA,NA,NA,-4.57679395357397
"9161",9161,1309,0,2,-1.48335687780362,5,1,NA
"9162",9162,1309,1,3,-1.70637200016472,NA,1,NA
"9163",9163,1309,2,NA,NA,NA,NA,-2.4345016179126
"9168",9168,1310,0,2,-1.47777229427484,10,1,NA
"9169",9169,1310,1,2,-1.54207299653783,NA,1,NA
"9170",9170,1310,2,NA,NA,NA,NA,-2.63122469931778
"9175",9175,1311,0,3,-1.64283144436902,8,1,NA
"9176",9176,1311,1,3,-1.3240952218702,NA,1,NA
"9177",9177,1311,2,NA,NA,NA,NA,-5.46989921282293
"9182",9182,1312,0,2,-1.44908159297621,7,1,NA
"9183",9183,1312,1,1,-1.6870063796059,NA,1,NA
"9184",9184,1312,2,NA,NA,NA,NA,-4.72653619176474
"9189",9189,1313,0,3,-1.43693030801804,7,1,NA
"9190",9190,1313,1,3,-1.56559549257622,NA,1,NA
"9191",9191,1313,2,NA,NA,NA,NA,-4.65422016045706
"9196",9196,1314,0,2,0.465785286775779,10,1,NA
"9197",9197,1314,1,3,-1.44764598611464,NA,1,NA
"9198",9198,1314,2,NA,NA,NA,NA,-2.78487038748793
"9203",9203,1315,0,3,-1.44495874202382,5,1,NA
"9204",9204,1315,1,1,-1.44934577922917,NA,0,NA
"9205",9205,1315,2,NA,NA,NA,NA,-4.71654418759857
"9210",9210,1316,0,2,0.675661889239566,7,1,NA
"9211",9211,1316,1,3,-1.45610201862372,NA,0,NA
"9212",9212,1316,2,NA,NA,NA,NA,-3.87041495420484
"9217",9217,1317,0,3,-1.39741633907781,8,1,NA
"9218",9218,1317,1,2,-1.49590986299768,NA,1,NA
"9219",9219,1317,2,NA,NA,NA,NA,-5.49127876757323
"9224",9224,1318,0,2,-1.59080361422373,9,1,NA
"9225",9225,1318,1,3,-1.59360366569237,NA,1,NA
"9226",9226,1318,2,NA,NA,NA,NA,-4.71554675139127
"9231",9231,1319,0,2,-1.60499288530902,9,1,NA
"9232",9232,1319,1,2,-1.51215389772564,NA,1,NA
"9233",9233,1319,2,NA,NA,NA,NA,-5.45822490600198
"9238",9238,1320,0,2,-1.45897476872366,5,1,NA
"9239",9239,1320,1,2,-1.54840977090267,NA,1,NA
"9240",9240,1320,2,NA,NA,NA,NA,-5.42833865513875
"9245",9245,1321,0,2,-1.45481128277953,9,0,NA
"9246",9246,1321,1,2,0.508132816787677,NA,0,NA
"9247",9247,1321,2,NA,NA,NA,NA,-3.83832217657741
"9252",9252,1322,0,3,-1.5195561392448,9,1,NA
"9253",9253,1322,1,3,-1.59821624305785,NA,1,NA
"9254",9254,1322,2,NA,NA,NA,NA,-3.31033062354027
"9259",9259,1323,0,1,0.561662905714172,9,1,NA
"9260",9260,1323,1,3,-1.57553179191421,NA,1,NA
"9261",9261,1323,2,NA,NA,NA,NA,-4.54324821842911
"9266",9266,1324,0,1,-1.39940450395213,7,0,NA
"9267",9267,1324,1,3,0.390302990603025,NA,1,NA
"9268",9268,1324,2,NA,NA,NA,NA,-4.72351589793554
"9273",9273,1325,0,3,-1.43454872239475,7,1,NA
"9274",9274,1325,1,2,-1.52052428943355,NA,1,NA
"9275",9275,1325,2,NA,NA,NA,NA,-4.78785703683309
"9280",9280,1326,0,2,-1.57014332527066,5,1,NA
"9281",9281,1326,1,2,-1.39694320631683,NA,1,NA
"9282",9282,1326,2,NA,NA,NA,NA,-5.15854708449266
"9287",9287,1327,0,2,-1.5466695877962,5,1,NA
"9288",9288,1327,1,3,-1.49075721341071,NA,1,NA
"9289",9289,1327,2,NA,NA,NA,NA,-5.26685442111351
"9294",9294,1328,0,2,-1.71641159405702,10,1,NA
"9295",9295,1328,1,1,-1.51405704347713,NA,1,NA
"9296",9296,1328,2,NA,NA,NA,NA,-4.62998114486494
"9301",9301,1329,0,3,0.736826740653711,5,1,NA
"9302",9302,1329,1,3,-1.48019776327787,NA,1,NA
"9303",9303,1329,2,NA,NA,NA,NA,-4.58505933818983
"9308",9308,1330,0,3,-1.52096931825086,8,1,NA
"9309",9309,1330,1,3,-1.53107241662076,NA,1,NA
"9310",9310,1330,2,NA,NA,NA,NA,-5.26865179675226
"9315",9315,1331,0,3,-1.55035698720985,7,1,NA
"9316",9316,1331,1,1,-1.66090832841809,NA,0,NA
"9317",9317,1331,2,NA,NA,NA,NA,-1.73641209870143
"9322",9322,1332,0,3,-1.38729242000163,10,1,NA
"9323",9323,1332,1,3,-1.4348787409287,NA,1,NA
"9324",9324,1332,2,NA,NA,NA,NA,-4.34865904986119
"9329",9329,1333,0,3,-1.53992821792951,6,1,NA
"9330",9330,1333,1,2,-1.64592248249719,NA,1,NA
"9331",9331,1333,2,NA,NA,NA,NA,-5.41428298240119
"9336",9336,1334,0,3,-1.64506791033251,10,0,NA
"9337",9337,1334,1,3,0.599639503819817,NA,1,NA
"9338",9338,1334,2,NA,NA,NA,NA,-5.45336259311642
"9343",9343,1335,0,2,-1.50314946758717,7,1,NA
"9344",9344,1335,1,2,-1.40609001644964,NA,1,NA
"9345",9345,1335,2,NA,NA,NA,NA,-3.85600780562733
"9350",9350,1336,0,3,0.568317358095589,6,1,NA
"9351",9351,1336,1,3,-1.50150232307675,NA,1,NA
"9352",9352,1336,2,NA,NA,NA,NA,-1.67849392133065
"9357",9357,1337,0,3,-1.53431348868304,5,1,NA
"9358",9358,1337,1,1,-1.46229155157533,NA,1,NA
"9359",9359,1337,2,NA,NA,NA,NA,-4.49937385832559
"9364",9364,1338,0,3,-1.40087141229353,9,1,NA
"9365",9365,1338,1,3,-1.64443866025161,NA,1,NA
"9366",9366,1338,2,NA,NA,NA,NA,-5.55892081813777
"9371",9371,1339,0,3,-1.6031098691484,9,1,NA
"9372",9372,1339,1,3,-1.53549442326473,NA,0,NA
"9373",9373,1339,2,NA,NA,NA,NA,-5.38027936368435
"9378",9378,1340,0,3,-1.46431674450393,9,1,NA
"9379",9379,1340,1,3,-1.4811751073631,NA,1,NA
"9380",9380,1340,2,NA,NA,NA,NA,-4.55013034366051
"9385",9385,1341,0,1,0.472225065497744,10,1,NA
"9386",9386,1341,1,2,-1.46048125151007,NA,1,NA
"9387",9387,1341,2,NA,NA,NA,NA,-5.44808442557826
"9392",9392,1342,0,1,-1.4305401972081,9,0,NA
"9393",9393,1342,1,3,0.448869345253407,NA,0,NA
"9394",9394,1342,2,NA,NA,NA,NA,-5.39563504212412
"9399",9399,1343,0,2,-1.43630061661439,7,1,NA
"9400",9400,1343,1,3,-1.41444539402394,NA,1,NA
"9401",9401,1343,2,NA,NA,NA,NA,-4.63188646610153
"9406",9406,1344,0,2,-1.57018813633953,7,1,NA
"9407",9407,1344,1,3,-1.54805518373668,NA,1,NA
"9408",9408,1344,2,NA,NA,NA,NA,-5.55871449891176
"9413",9413,1345,0,3,-1.43421106038833,9,1,NA
"9414",9414,1345,1,3,-1.67340676780563,NA,1,NA
"9415",9415,1345,2,NA,NA,NA,NA,-4.64015696878113
"9420",9420,1346,0,2,-1.51714158776701,10,1,NA
"9421",9421,1346,1,2,-1.44987395691752,NA,1,NA
"9422",9422,1346,2,NA,NA,NA,NA,-4.62809578206185
"9427",9427,1347,0,1,0.451325419718218,7,0,NA
"9428",9428,1347,1,3,0.291556286428755,NA,1,NA
"9429",9429,1347,2,NA,NA,NA,NA,-4.53826775648905
"9434",9434,1348,0,2,-1.41104466252241,9,1,NA
"9435",9435,1348,1,3,-1.52222238111437,NA,1,NA
"9436",9436,1348,2,NA,NA,NA,NA,-5.45937178947549
"9441",9441,1349,0,2,-1.60944213923911,7,1,NA
"9442",9442,1349,1,3,-1.61309248414654,NA,1,NA
"9443",9443,1349,2,NA,NA,NA,NA,-3.44422028457643
"9448",9448,1350,0,2,-1.49785985109158,10,1,NA
"9449",9449,1350,1,2,-1.4779227322343,NA,1,NA
"9450",9450,1350,2,NA,NA,NA,NA,-3.36112848560301
"9455",9455,1351,0,2,-1.49185149014862,6,1,NA
"9456",9456,1351,1,2,-1.49758572890378,NA,1,NA
"9457",9457,1351,2,NA,NA,NA,NA,-2.11418745486217
"9462",9462,1352,0,2,-1.33827517646196,6,1,NA
"9463",9463,1352,1,2,-1.54264810272533,NA,1,NA
"9464",9464,1352,2,NA,NA,NA,NA,-4.53480976561652
"9469",9469,1353,0,2,-1.405827282369,5,1,NA
"9470",9470,1353,1,3,-1.69307983790149,NA,1,NA
"9471",9471,1353,2,NA,NA,NA,NA,-4.54899272316218
"9476",9476,1354,0,2,0.484440749703153,7,1,NA
"9477",9477,1354,1,1,-1.59044129255006,NA,1,NA
"9478",9478,1354,2,NA,NA,NA,NA,-5.40366834552588
"9483",9483,1355,0,3,-1.53687345461151,5,0,NA
"9484",9484,1355,1,1,0.608415131518035,NA,1,NA
"9485",9485,1355,2,NA,NA,NA,NA,-4.69067690966166
"9490",9490,1356,0,1,-1.57586587553732,8,1,NA
"9491",9491,1356,1,3,-1.69282882726647,NA,1,NA
"9492",9492,1356,2,NA,NA,NA,NA,-2.5620879313734
"9497",9497,1357,0,2,-1.35033545550601,8,1,NA
"9498",9498,1357,1,3,-1.66215112261071,NA,1,NA
"9499",9499,1357,2,NA,NA,NA,NA,-5.5493108971236
"9504",9504,1358,0,1,-1.60099635260237,5,1,NA
"9505",9505,1358,1,1,-1.48615847817961,NA,1,NA
"9506",9506,1358,2,NA,NA,NA,NA,-5.37778111438123
"9511",9511,1359,0,3,-1.61152680997569,8,1,NA
"9512",9512,1359,1,2,-1.56395225767859,NA,1,NA
"9513",9513,1359,2,NA,NA,NA,NA,-3.85505990066255
"9518",9518,1360,0,3,-1.39964084169674,10,1,NA
"9519",9519,1360,1,3,-1.51797042384987,NA,1,NA
"9520",9520,1360,2,NA,NA,NA,NA,-4.71227755449714
"9525",9525,1361,0,1,-1.39185144451809,5,0,NA
"9526",9526,1361,1,3,0.548912222235388,NA,1,NA
"9527",9527,1361,2,NA,NA,NA,NA,-5.38724455729421
"9532",9532,1362,0,3,-1.46198489337634,6,1,NA
"9533",9533,1362,1,3,-1.48339575399738,NA,1,NA
"9534",9534,1362,2,NA,NA,NA,NA,-4.45668671904705
"9539",9539,1363,0,2,-1.62275375980903,8,1,NA
"9540",9540,1363,1,3,-1.40828647332598,NA,1,NA
"9541",9541,1363,2,NA,NA,NA,NA,-4.69460567751227
"9546",9546,1364,0,2,-1.48310540602426,8,0,NA
"9547",9547,1364,1,1,0.457168951280164,NA,1,NA
"9548",9548,1364,2,NA,NA,NA,NA,-4.75696725536627
"9553",9553,1365,0,3,-1.49112188807126,7,1,NA
"9554",9554,1365,1,3,-1.52098967030173,NA,0,NA
"9555",9555,1365,2,NA,NA,NA,NA,-3.6357239127433
"9560",9560,1366,0,3,-1.60512239386771,8,1,NA
"9561",9561,1366,1,1,-1.53551279275123,NA,1,NA
"9562",9562,1366,2,NA,NA,NA,NA,-4.68346764454843
"9567",9567,1367,0,2,-1.52475813591818,5,0,NA
"9568",9568,1367,1,3,0.406555090093338,NA,1,NA
"9569",9569,1367,2,NA,NA,NA,NA,-3.72267858358964
"9574",9574,1368,0,3,-1.63858509708907,5,1,NA
"9575",9575,1368,1,2,-1.3384573900211,NA,1,NA
"9576",9576,1368,2,NA,NA,NA,NA,-4.36429430455177
"9581",9581,1369,0,1,0.487144656381412,8,1,NA
"9582",9582,1369,1,2,-1.69152572169144,NA,1,NA
"9583",9583,1369,2,NA,NA,NA,NA,-5.3215595964326
"9588",9588,1370,0,1,0.549349135185436,5,1,NA
"9589",9589,1370,1,3,-1.53337085987028,NA,0,NA
"9590",9590,1370,2,NA,NA,NA,NA,-5.22479683600145
"9595",9595,1371,0,3,-1.27769796468004,6,1,NA
"9596",9596,1371,1,3,-1.44899937248925,NA,0,NA
"9597",9597,1371,2,NA,NA,NA,NA,-3.80193250041043
"9602",9602,1372,0,3,-1.56880574653732,6,1,NA
"9603",9603,1372,1,3,-1.4339616106094,NA,1,NA
"9604",9604,1372,2,NA,NA,NA,NA,-4.63209818270714
"9609",9609,1373,0,2,-1.54832588691428,5,1,NA
"9610",9610,1373,1,2,-1.6201756716148,NA,1,NA
"9611",9611,1373,2,NA,NA,NA,NA,-4.64123526127928
"9616",9616,1374,0,2,-1.5513072721228,8,1,NA
"9617",9617,1374,1,2,-1.53498284132233,NA,1,NA
"9618",9618,1374,2,NA,NA,NA,NA,-4.46333043401149
"9623",9623,1375,0,2,-1.37161669747972,6,1,NA
"9624",9624,1375,1,1,-1.58883155383379,NA,0,NA
"9625",9625,1375,2,NA,NA,NA,NA,-2.58973071000131
"9630",9630,1376,0,3,-1.41521835020209,10,1,NA
"9631",9631,1376,1,3,-1.44979504789459,NA,1,NA
"9632",9632,1376,2,NA,NA,NA,NA,-5.56842017042761
"9637",9637,1377,0,2,-1.39553044551762,6,1,NA
"9638",9638,1377,1,3,-1.57776343785159,NA,1,NA
"9639",9639,1377,2,NA,NA,NA,NA,-2.52236554157829
"9644",9644,1378,0,1,0.458742589327339,6,1,NA
"9645",9645,1378,1,3,-1.54813470599669,NA,1,NA
"9646",9646,1378,2,NA,NA,NA,NA,-5.29581491106154
"9651",9651,1379,0,2,-1.40619931246523,6,1,NA
"9652",9652,1379,1,2,-1.2114874357844,NA,1,NA
"9653",9653,1379,2,NA,NA,NA,NA,-3.65592397110647
"9658",9658,1380,0,3,-1.49390899368299,5,1,NA
"9659",9659,1380,1,2,-1.46825884348197,NA,1,NA
"9660",9660,1380,2,NA,NA,NA,NA,-4.58270656626738
"9665",9665,1381,0,3,0.592394309663433,10,1,NA
"9666",9666,1381,1,3,-1.45807635172793,NA,1,NA
"9667",9667,1381,2,NA,NA,NA,NA,-3.35224951095691
"9672",9672,1382,0,2,-1.35022836675999,8,1,NA
"9673",9673,1382,1,2,-1.44401299966332,NA,1,NA
"9674",9674,1382,2,NA,NA,NA,NA,-4.59498081451105
"9679",9679,1383,0,2,-1.39471007268975,6,1,NA
"9680",9680,1383,1,3,-1.35686867946711,NA,1,NA
"9681",9681,1383,2,NA,NA,NA,NA,-2.62954616377612
"9686",9686,1384,0,2,-1.66077182100595,8,1,NA
"9687",9687,1384,1,2,-1.4256447894409,NA,1,NA
"9688",9688,1384,2,NA,NA,NA,NA,-4.70519094630404
"9693",9693,1385,0,2,-1.49354938578302,5,1,NA
"9694",9694,1385,1,2,-1.59251790777387,NA,1,NA
"9695",9695,1385,2,NA,NA,NA,NA,-2.55969281942392
"9700",9700,1386,0,1,-1.5591668471015,10,0,NA
"9701",9701,1386,1,2,0.398256123855848,NA,0,NA
"9702",9702,1386,2,NA,NA,NA,NA,-4.74601638378535
"9707",9707,1387,0,2,-1.58277880237463,9,1,NA
"9708",9708,1387,1,2,-1.43390496370309,NA,0,NA
"9709",9709,1387,2,NA,NA,NA,NA,-3.34361058266479
"9714",9714,1388,0,2,-1.6481684336454,8,1,NA
"9715",9715,1388,1,2,-1.64539524648463,NA,1,NA
"9716",9716,1388,2,NA,NA,NA,NA,-4.51210134776446
"9721",9721,1389,0,3,-1.51495894983042,7,1,NA
"9722",9722,1389,1,3,-1.52487533598797,NA,1,NA
"9723",9723,1389,2,NA,NA,NA,NA,-1.99731026590185
"9728",9728,1390,0,3,-1.39337807308525,6,1,NA
"9729",9729,1390,1,2,-1.65002715915495,NA,1,NA
"9730",9730,1390,2,NA,NA,NA,NA,-3.56103260020814
"9735",9735,1391,0,2,-1.4367208020573,7,1,NA
"9736",9736,1391,1,2,-1.68551182701743,NA,1,NA
"9737",9737,1391,2,NA,NA,NA,NA,-1.86091005701207
"9742",9742,1392,0,2,0.552150610309862,6,1,NA
"9743",9743,1392,1,3,-1.3724262087696,NA,1,NA
"9744",9744,1392,2,NA,NA,NA,NA,-4.71197183867354
"9749",9749,1393,0,3,-1.44009853097269,8,1,NA
"9750",9750,1393,1,2,-1.49567769094679,NA,0,NA
"9751",9751,1393,2,NA,NA,NA,NA,-5.28668756232725
"9756",9756,1394,0,2,-1.3137141536376,8,1,NA
"9757",9757,1394,1,2,-1.77652358363011,NA,1,NA
"9758",9758,1394,2,NA,NA,NA,NA,-4.77627496611
"9763",9763,1395,0,2,-1.64470095012525,6,0,NA
"9764",9764,1395,1,1,0.582597722134074,NA,1,NA
"9765",9765,1395,2,NA,NA,NA,NA,-5.55928998604598
"9770",9770,1396,0,2,-1.50459946957823,10,0,NA
"9771",9771,1396,1,2,0.534660757165383,NA,1,NA
"9772",9772,1396,2,NA,NA,NA,NA,-3.65571641310601
"9777",9777,1397,0,3,-1.48225283237899,6,1,NA
"9778",9778,1397,1,2,-1.57369612040634,NA,1,NA
"9779",9779,1397,2,NA,NA,NA,NA,-4.65780797379095
"9784",9784,1398,0,2,-1.52395429609104,7,1,NA
"9785",9785,1398,1,2,-1.57523932379513,NA,1,NA
"9786",9786,1398,2,NA,NA,NA,NA,-1.64011978112461
"9791",9791,1399,0,3,-1.48073642599986,10,1,NA
"9792",9792,1399,1,3,-1.61114967856263,NA,1,NA
"9793",9793,1399,2,NA,NA,NA,NA,-2.73933911298142
"9798",9798,1400,0,2,-1.47824653150258,6,0,NA
"9799",9799,1400,1,2,0.452874635679137,NA,1,NA
"9800",9800,1400,2,NA,NA,NA,NA,-5.40430145038342
"9805",9805,1401,0,3,-1.36530118664419,10,1,NA
"9806",9806,1401,1,2,-1.45911233919675,NA,1,NA
"9807",9807,1401,2,NA,NA,NA,NA,-3.85902519030178
"9812",9812,1402,0,3,0.614203811471742,6,1,NA
"9813",9813,1402,1,2,-1.30056852683732,NA,1,NA
"9814",9814,1402,2,NA,NA,NA,NA,-2.60091403638642
"9819",9819,1403,0,2,-1.60479083949469,8,1,NA
"9820",9820,1403,1,2,-1.47734594613909,NA,1,NA
"9821",9821,1403,2,NA,NA,NA,NA,-3.91491720933735
"9826",9826,1404,0,2,0.559180898990781,8,1,NA
"9827",9827,1404,1,1,-1.45679270969488,NA,1,NA
"9828",9828,1404,2,NA,NA,NA,NA,-4.63509912159825
"9833",9833,1405,0,3,-1.45081406597285,7,0,NA
"9834",9834,1405,1,3,0.45059083624229,NA,1,NA
"9835",9835,1405,2,NA,NA,NA,NA,-3.93269544770065
"9840",9840,1406,0,1,0.585607734003856,8,0,NA
"9841",9841,1406,1,1,0.416071449813465,NA,1,NA
"9842",9842,1406,2,NA,NA,NA,NA,-5.53229380144721
"9847",9847,1407,0,1,0.565608743861694,8,1,NA
"9848",9848,1407,1,3,-1.56421545763748,NA,1,NA
"9849",9849,1407,2,NA,NA,NA,NA,-4.68153044074004
"9854",9854,1408,0,2,-1.40176875395523,10,1,NA
"9855",9855,1408,1,3,-1.6856203782415,NA,1,NA
"9856",9856,1408,2,NA,NA,NA,NA,-4.53668419616441
"9861",9861,1409,0,3,-1.49930443529011,5,1,NA
"9862",9862,1409,1,2,-1.45165647122158,NA,1,NA
"9863",9863,1409,2,NA,NA,NA,NA,-5.51878167620696
"9868",9868,1410,0,2,-1.33441035058471,5,0,NA
"9869",9869,1410,1,3,0.558627518819317,NA,1,NA
"9870",9870,1410,2,NA,NA,NA,NA,-5.30105872743711
"9875",9875,1411,0,2,-1.21950921696196,9,1,NA
"9876",9876,1411,1,2,-1.52152879236323,NA,1,NA
"9877",9877,1411,2,NA,NA,NA,NA,-4.59808984361679
"9882",9882,1412,0,3,0.415241828439095,6,1,NA
"9883",9883,1412,1,3,-1.58510987510187,NA,1,NA
"9884",9884,1412,2,NA,NA,NA,NA,-5.20574377708723
"9889",9889,1413,0,3,-1.4318580276871,10,1,NA
"9890",9890,1413,1,3,-1.46408590595677,NA,1,NA
"9891",9891,1413,2,NA,NA,NA,NA,-5.27636759672117
"9896",9896,1414,0,3,-1.56854494120809,6,1,NA
"9897",9897,1414,1,2,-1.5389492719832,NA,1,NA
"9898",9898,1414,2,NA,NA,NA,NA,-4.6177969864859
"9903",9903,1415,0,3,0.525775984021646,6,1,NA
"9904",9904,1415,1,2,-1.49402595293833,NA,1,NA
"9905",9905,1415,2,NA,NA,NA,NA,-4.43658426116277
"9910",9910,1416,0,3,-1.45081404729419,6,1,NA
"9911",9911,1416,1,2,-1.58886607121549,NA,1,NA
"9912",9912,1416,2,NA,NA,NA,NA,-4.60139492645842
"9917",9917,1417,0,2,-1.5406738344351,5,1,NA
"9918",9918,1417,1,2,-1.45634404307616,NA,0,NA
"9919",9919,1417,2,NA,NA,NA,NA,-4.37229616387964
"9924",9924,1418,0,1,-1.49733313831322,9,0,NA
"9925",9925,1418,1,1,0.408517971306849,NA,1,NA
"9926",9926,1418,2,NA,NA,NA,NA,-5.22933933944405
"9931",9931,1419,0,1,-1.65269067993122,5,1,NA
"9932",9932,1419,1,2,-1.27420504547284,NA,1,NA
"9933",9933,1419,2,NA,NA,NA,NA,-2.59861557681914
"9938",9938,1420,0,2,-1.52651848019196,5,1,NA
"9939",9939,1420,1,2,-1.53432457059922,NA,1,NA
"9940",9940,1420,2,NA,NA,NA,NA,-2.49603971696998
"9945",9945,1421,0,2,-1.47939696528804,8,1,NA
"9946",9946,1421,1,2,-1.47409139996854,NA,1,NA
"9947",9947,1421,2,NA,NA,NA,NA,-4.64911056259802
"9952",9952,1422,0,2,-1.59516343071872,7,0,NA
"9953",9953,1422,1,1,0.419701997455228,NA,1,NA
"9954",9954,1422,2,NA,NA,NA,NA,-5.48195453288781
"9959",9959,1423,0,2,-1.56649512244045,6,1,NA
"9960",9960,1423,1,3,-1.67590547650833,NA,1,NA
"9961",9961,1423,2,NA,NA,NA,NA,-2.6740262809154
"9966",9966,1424,0,2,-1.34723227578845,9,1,NA
"9967",9967,1424,1,2,-1.47471926019529,NA,1,NA
"9968",9968,1424,2,NA,NA,NA,NA,-2.66117484221687
"9973",9973,1425,0,2,-1.46467583942742,5,1,NA
"9974",9974,1425,1,2,-1.3458949577612,NA,1,NA
"9975",9975,1425,2,NA,NA,NA,NA,-4.58470672716754
"9980",9980,1426,0,1,-1.39921935378007,9,0,NA
"9981",9981,1426,1,2,0.621382691219745,NA,0,NA
"9982",9982,1426,2,NA,NA,NA,NA,-5.39614613245305
"9987",9987,1427,0,3,-1.51175999726909,5,1,NA
"9988",9988,1427,1,1,-1.59669333238338,NA,1,NA
"9989",9989,1427,2,NA,NA,NA,NA,-4.85878815076387
"9994",9994,1428,0,2,-1.56162390723678,6,1,NA
"9995",9995,1428,1,2,-1.45234685237468,NA,1,NA
"9996",9996,1428,2,NA,NA,NA,NA,-5.4581720653298
"10001",10001,1429,0,1,-1.35429185782972,5,0,NA
"10002",10002,1429,1,3,0.471919513538435,NA,1,NA
"10003",10003,1429,2,NA,NA,NA,NA,-3.88496266605101
"10008",10008,1430,0,2,-1.50976760977679,8,1,NA
"10009",10009,1430,1,1,-1.29044360920942,NA,1,NA
"10010",10010,1430,2,NA,NA,NA,NA,-4.6225494219032
"10015",10015,1431,0,2,-1.52968227172977,10,1,NA
"10016",10016,1431,1,2,-1.52621379865474,NA,1,NA
"10017",10017,1431,2,NA,NA,NA,NA,-4.47917635751082
"10022",10022,1432,0,3,-1.42029784322914,6,0,NA
"10023",10023,1432,1,1,0.632760177631924,NA,1,NA
"10024",10024,1432,2,NA,NA,NA,NA,-3.6925710481368
"10029",10029,1433,0,2,-1.55678076480264,6,1,NA
"10030",10030,1433,1,3,-1.43171902142908,NA,1,NA
"10031",10031,1433,2,NA,NA,NA,NA,-2.62823372010679
"10036",10036,1434,0,3,-1.40861451235274,10,1,NA
"10037",10037,1434,1,2,-1.3397356756232,NA,1,NA
"10038",10038,1434,2,NA,NA,NA,NA,-5.48095361288936
"10043",10043,1435,0,2,-1.51835133849012,8,0,NA
"10044",10044,1435,1,2,0.335240185273352,NA,1,NA
"10045",10045,1435,2,NA,NA,NA,NA,-4.64742618404412
"10050",10050,1436,0,3,-1.81610876480683,6,1,NA
"10051",10051,1436,1,3,-1.46107991541393,NA,1,NA
"10052",10052,1436,2,NA,NA,NA,NA,-4.64826095906518
"10057",10057,1437,0,3,0.445991269515736,9,1,NA
"10058",10058,1437,1,3,-1.5570848647534,NA,1,NA
"10059",10059,1437,2,NA,NA,NA,NA,-4.49321951206987
"10064",10064,1438,0,2,-1.40396422476025,9,1,NA
"10065",10065,1438,1,2,-1.40103005207493,NA,1,NA
"10066",10066,1438,2,NA,NA,NA,NA,-4.52648644200748
"10071",10071,1439,0,2,0.465429937156645,5,1,NA
"10072",10072,1439,1,2,-1.50227491556481,NA,1,NA
"10073",10073,1439,2,NA,NA,NA,NA,-5.45218638964949
"10078",10078,1440,0,3,-1.4251870641131,8,1,NA
"10079",10079,1440,1,3,-1.39403871233165,NA,1,NA
"10080",10080,1440,2,NA,NA,NA,NA,-5.56437411954928
"10085",10085,1441,0,3,0.580713148007875,10,1,NA
"10086",10086,1441,1,2,-1.38113194767473,NA,0,NA
"10087",10087,1441,2,NA,NA,NA,NA,-2.60737613019901
"10092",10092,1442,0,2,-1.41181868396074,8,1,NA
"10093",10093,1442,1,3,-1.42927973308872,NA,1,NA
"10094",10094,1442,2,NA,NA,NA,NA,-4.55989128040276
"10099",10099,1443,0,3,-1.5374363805362,7,1,NA
"10100",10100,1443,1,2,-1.57173573486264,NA,1,NA
"10101",10101,1443,2,NA,NA,NA,NA,-5.32538655452676
"10106",10106,1444,0,2,-1.48493252827683,7,1,NA
"10107",10107,1444,1,2,-1.39608302067065,NA,1,NA
"10108",10108,1444,2,NA,NA,NA,NA,-2.47899896882281
"10113",10113,1445,0,1,0.452391487675265,5,0,NA
"10114",10114,1445,1,1,0.180850016558897,NA,0,NA
"10115",10115,1445,2,NA,NA,NA,NA,-3.79250515349335
"10120",10120,1446,0,3,-1.51207787548956,9,1,NA
"10121",10121,1446,1,2,-1.36779885141605,NA,1,NA
"10122",10122,1446,2,NA,NA,NA,NA,-4.71007406401718
"10127",10127,1447,0,1,-1.47780118194565,9,1,NA
"10128",10128,1447,1,3,-1.30113918413185,NA,1,NA
"10129",10129,1447,2,NA,NA,NA,NA,-4.77549115356756
"10134",10134,1448,0,3,0.381905743418879,10,1,NA
"10135",10135,1448,1,3,-1.6494662092447,NA,1,NA
"10136",10136,1448,2,NA,NA,NA,NA,-3.84047665612665
"10141",10141,1449,0,2,-1.60231454848887,7,0,NA
"10142",10142,1449,1,2,0.467130216109176,NA,1,NA
"10143",10143,1449,2,NA,NA,NA,NA,-5.34785348261663
"10148",10148,1450,0,3,-1.44931554492096,9,1,NA
"10149",10149,1450,1,2,-1.37020868182777,NA,1,NA
"10150",10150,1450,2,NA,NA,NA,NA,-2.50873123829795
"10155",10155,1451,0,2,-1.5114721914123,6,1,NA
"10156",10156,1451,1,3,-1.61955970160819,NA,1,NA
"10157",10157,1451,2,NA,NA,NA,NA,-4.68059615032536
"10162",10162,1452,0,3,-1.49190901937823,5,1,NA
"10163",10163,1452,1,2,-1.48765871748263,NA,1,NA
"10164",10164,1452,2,NA,NA,NA,NA,-4.66645422660298
"10169",10169,1453,0,3,-1.53366011785323,8,0,NA
"10170",10170,1453,1,2,0.368253676259501,NA,1,NA
"10171",10171,1453,2,NA,NA,NA,NA,-3.39045646479329
"10176",10176,1454,0,2,-1.48346829898779,10,1,NA
"10177",10177,1454,1,2,-1.30889324800511,NA,0,NA
"10178",10178,1454,2,NA,NA,NA,NA,-4.52680832682787
